401,5823
138,4655
190,8235
19,2904
106,5538
1100,7353
1120,10563
552,9819
101,11105
1508,8082
89,1522
290,6205
107,692
226,10803
303,1302
268,1065
552,6176
496,13693
1044,874
832,2952
376,9672
1174,7776
1174,2268
573,1537
142,13181
1282,13467
539,123
89,795
346,5433
668,8359
495,233
1404,7069
381,3888
716,415
241,542
459,15
537,486
956,276
1404,4757
282,264
648,3624
224,1154
1346,7559
588,4904
695,1326
786,1483
564,7319
413,257
750,1701
819,3138
1148,10577
313,5004
551,5536
898,10024
336,11499
1174,882
974,1406
819,933
1274,11038
1344,12609
534,11388
22,631
538,7560
468,574
459,2590
121,231
52,199
582,616
452,502
495,10511
131,1340
1174,154
1014,1756
413,3493
1488,11742
588,7846
15,1975
472,5218
753,6410
1274,7716
32,345
914,2888
237,359
1405,5
1174,2783
1198,9772
197,7102
81,5741
131,991
599,30
234,12657
203,2667
486,12282
375,2525
577,7403
227,545
447,6132
510,4956
504,3438
135,11967
534,10319
1163,9914
786,8628
654,5947
599,7804
336,1540
447,3778
312,1263
226,1360
869,10087
472,9760
1176,12037
97,1299
547,353
533,4072
457,5845
130,9740
142,2827
578,9410
32,6894
506,11535
363,598
419,2423
1128,12085
238,303
98,3087
222,217
486,7089
274,3110
1356,13347
358,13277
590,12662
419,5363
560,1121
112,4488
588,499
412,9961
714,5562
222,2795
446,77
1282,7206
275,1609
497,10196
401,1000
536,1100
112,4511
135,194
1005,528
472,4235
471,5449
347,5959
335,6427
282,5019
588,6445
476,6346
460,849
1201,1736
486,7629
434,2138
85,454
1384,4176
786,4361
32,5472
124,178
1335,10679
486,7842
819,4745
177,3246
326,11045
434,383
842,4567
695,9047
189,331
267,3762
568,4512
85,9453
1149,685
472,5069
125,3362
1148,8543
160,9962
1346,2425
776,1305
1256,4039
381,8641
435,9889
335,41
588,1302
130,5464
576,1595
143,5
313,13021
307,12448
443,3315
443,8400
346,1781
53,418
307,959
9,6862
446,12726
574,3780
515,4587
1358,11810
819,1478
222,6829
285,159
