406,9478,5324,5511,6243,4988,10310,13240,1132,8449,13626,4014,13593,12018,10509,6749,1151,10406,5469,5130,5625,2901,5200,10077,3737,2558,10747,7804,10523,9789,13358,8642,6412,5248,8137,6804,8048,9363,6822,12263,8814,1335,4655,4768,2846,7813,5955,5948,8505,11716,3801,6
290,7753,4008,3593,11092,7165,12620,7699,2371,12639,4504,3798,1056,1436,10780,10608,9782,8208,9726,6632,6985,3203,8127,120,12979,10113,10735,9236,6583,9646,8616,781,694,750,2242,3198,9686,9598,13125,2884,10620,8586,3341,11112,11762,12552,8576,1810,1728,3251,13621,11007
160,5229,4547,3545,9672,672,3163,6478,7987,6977,5364,11266,6900,12606,7144,7289,12119,13265,6094,3652,7739,7316,8145,872,5403,3180,4856,7121,11326,12628,12980,7766,1852,2590,13522,9311,6548,5731,3162,2109,1030,841,2565,9899,1422,107,589,5840,6991,10173,7036,5647
951,3159,6248,1331,5144,11027,13488,11190,13479,5540,5048,11554,2790,12236,9385,12524,3423,1036,12986,12475,93,8979,4615,11192,6176,2649,12061,8913,10250,12175,13012,10663,611,9802,7091,12369,2694,3310,2169,783,8172,3992,9354,13611,2159,7378,2673,12051,660,10781,4,2965
213,1838,5911,10694,12426,13165,5720,11209,10952,2659,10253,7914,675,6593,5145,13469,3190,9536,5041,1365,830,3800,11189,2534,4525,2034,370,8294,10672,10000,11408,6110,9210,1909,7360,2446,656,4490,13239,8962,2840,9452,7350,3463,77,11769,7113,11613,6967,6448,9749,6416
460,2988,13365,6456,2216,2027,9517,6274,12294,2889,6842,10028,3677,4588,4127,1176,5953,6971,4452,10334,4045,3190,9672,7962,8468,994,2916,1582,9067,13621,11378,594,4268,1162,13218,2689,4492,11997,1791,6600,12323,1813,7585,1628,10679,6585,9317,9537,3727,3168,8118,13074
328,3500,149,7367,9616,3559,8845,4538,6425,9114,12165,5831,6247,4126,4278,12978,8464,6780,6312,5744,5681,7214,2765,6281,1510,9973,11486,9245,12197,9760,7123,3682,4486,6178,1039,2310,7401,8640,413,10269,5736,6239,9173,1985,5407,4717,8475,8483,1940,12238,11891,10430
69,5652,2602,12641,4492,734,6198,1185,9351,3235,4130,1859,6797,11306,1855,9065,9965,85,6383,10198,7400,1451,10671,13483,3913,9811,2601,6389,11627,10640,1031,6353,9431,2544,6569,4991,1221,2942,6009,5637,13657,5604,13624,6735,9558,6724,5988,11665,3752,2032,12502,7065
578,3036,9579,13619,4707,5502,10754,8190,4242,6628,11629,1448,6293,757,3307,9498,11216,523,13132,9449,10800,3403,8816,12181,3923,1704,9127,13653,10133,8025,6102,1045,13266,12225,8762,408,12990,1243,3985,6196,5354,12472,8148,10683,11814,5700,2047,3903,10954,2510,1857,12567
1346,3350,11437,8162,1126,8118,13014,11492,10930,12849,3019,5135,3405,3229,7926,3030,9867,7890,12256,13013,11003,2461,7557,11517,4380,2315,12593,1686,6207,3015,12931,3328,9843,2367,6926,13448,5968,9663,7936,3083,3140,9421,3846,10516,9601,5874,2089,155,11082,2117,554,13443
523,11382,3413,8759,2524,10198,6579,4656,7166,9454,9184,3044,8471,2111,8141,2799,11166,7706,1381,10375,1923,11709,4623,9467,11902,12393,623,7275,13652,1536,12527,8245,11304,7877,9915,10607,13212,9989,11782,3083,13408,11599,8762,8508,1740,4061,1871,1021,4763,9267,12132,5005
93,2796,9,4504,10959,3361,3052,12623,7529,1058,11582,1618,9152,2122,1319,6198,8600,7749,10685,12329,12278,10721,2151,12076,5531,7452,3017,6246,4557,12457,9947,2245,4897,3141,4500,1735,7571,12558,5664,10860,4754,4318,10410,10041,5995,8291,12742,7140,12935,157,9382,11196
288,345,4501,5829,6030,2224,2163,4649,2927,3800,3240,2356,843,12292,4546,4765,3528,9175,2309,11726,12959,8130,4304,10088,2199,6834,169,7836,2414,2283,11919,2892,12471,10199,5690,836,5419,2986,3756,2088,5802,2657,10678,4981,7060,10874,2679,7684,5912,4370,12835,3290
313,4162,5441,9889,4763,11910,10669,5355,3569,5673,2856,3604,1483,3849,5382,5727,6293,13451,10260,4809,1295,6622,9715,719,4298,8782,6239,8056,11968,11467,884,3610,989,12111,7939,8458,5658,12990,1923,12560,6993,10584,9946,3899,3603,9674,4192,4273,5344,11659,4402,11848
281,135,3218,11298,5608,2804,8242,11898,12405,12683,2751,4929,8163,1022,8627,2989,2941,9565,12437,460,3544,3911,7451,11559,3936,11212,9781,382,3713,1203,3919,6938,12123,13433,7701,8281,10922,866,593,3793,2136,9797,2329,8606,6521,10347,9737,7141,9426,8930,2199,4882
408,2655,7394,1416,2921,8161,506,7103,35,2417,13494,4033,4145,2539,798,10819,6359,2063,8053,1206,11515,8951,11826,12975,3904,6034,6133,5105,2112,7282,1716,12951,6050,5847,5024,3814,13590,10511,5410,11490,1664,4077,818,627,8577,5333,11822,4100,8954,5168,4488,5641
507,4102,11126,3132,10403,8784,11761,6675,1767,6989,725,3184,7838,10970,9562,446,10698,5614,9189,2166,1768,10530,1821,11678,2575,13339,2374,4218,7398,7829,3334,4959,5837,10380,1123,5882,2787,12027,10440,4577,4078,6409,5263,9433,4308,13344,8792,5977,11641,5234,4249,8994
1124,10187,8724,9977,8240,251,3277,3290,8835,5567,2192,3150,599,11299,11499,9992,11398,2920,4618,11211,5612,1627,3072,1800,8385,1715,2263,12068,11097,9238,7410,6906,3877,6851,4664,3167,7023,449,1433,13714,9250,12898,7730,11666,284,6689,4262,4342,7674,5351,6914,9071
1335,2623,9311,13077,5464,924,8567,4337,10152,11823,4559,4368,818,10637,7246,11438,7766,10026,6043,5139,13373,2714,11476,5850,9416,771,7855,6921,1907,7014,12669,13734,12550,11386,7378,13372,11465,11305,10023,4445,2856,225,13049,2735,6548,7087,3696,10188,6355,10175,10233,587
751,6507,13247,10007,10941,11006,5007,10969,1202,9422,6935,1898,8642,10490,10611,7070,7139,9983,13708,11012,683,13439,4364,9715,5459,1284,7319,12297,10181,690,2038,9686,12684,114,9033,11900,6462,6836,5893,4845,1142,12797,5787,3793,7815,10855,12649,12736,6449,876,6819,5672
69,6218,2602,12641,4492,734,6198,1185,9351,3235,4130,1859,6797,11306,1855,9065,9965,85,6383,10198,7400,1451,10671,13483,3913,9811,2601,6389,11627,10640,1031,6353,9431,2544,6569,4991,1221,2942,6009,5637,13657,5604,13624,6735,9558,6724,5988,11665,3752,2032,12502,7065
714,12585,9273,7836,6633,1958,5191,8172,5111,10918,12527,7564,216,4532,218,4989,6925,4296,2167,9997,7488,2153,5072,10240,922,9026,3366,8165,1442,9180,9283,6641,8231,3786,3363,8248,13760,8355,10202,3050,3369,12211,6031,12324,9431,7907,12745,5615,11777,197,13058,5891
263,4269,3868,13005,3231,1741,11073,12116,10041,3120,3924,6700,13095,2591,11242,13138,6571,11656,3355,2388,4955,1476,1286,430,3581,10425,6283,7255,4712,10916,8278,6380,1790,7736,3553,12491,11240,5387,11139,12952,4305,5199,13034,1665,13298,5429,10545,7935,9385,7702,8941,13225
497,4226,5208,10854,9728,7676,3928,2048,4682,4415,8284,11595,6922,11901,5417,8639,1364,6502,9771,9953,10323,1877,5589,5263,1353,10461,9001,9921,432,9849,5078,2880,11024,12659,7618,3790,2984,1020,9792,3869,4127,10092,12368,11192,8582,1648,3071,2816,13728,6726,9147,7430
31,2635,1740,151,1406,899,1716,8991,13647,7280,11710,6847,2366,6512,2278,693,10378,7678,11360,12337,11376,10853,7876,5434,8895,11949,7471,4735,9881,4032,13601,5404,2603,4248,9555,127,10555,128,9649,2599,3059,7306,4585,2365,1803,638,7292,1099,5399,3466,4288,122
971,2592,5425,2038,2127,4150,1061,2321,4646,11569,3670,8302,11144,7389,7967,13244,12142,3136,11174,12041,4565,11480,3645,3120,11997,4278,8217,7316,6958,6418,2180,4530,2006,12447,4139,1306,12276,6620,377,4399,1043,2430,9011,9463,12223,2401,3379,9506,7929,4627,10840,6035
54,8156,10055,2982,10195,12453,10184,6100,4839,1313,8293,3706,10404,3659,9566,8980,1470,9713,2074,2754,7791,3638,9624,12473,5096,4870,5225,7495,4655,13420,8369,2399,9493,3439,2209,13151,12949,13296,2837,10160,7959,3727,4519,10963,9457,7578,13715,11650,10481,413,9595,8320
66,216,2626,6983,10924,13467,2105,11940,3392,3860,1531,13294,10319,793,4025,9939,10240,10266,6577,5295,2606,9899,11446,7679,1304,3207,9692,8623,12506,11289,6040,13114,7398,3691,6419,12439,12908,6623,5174,7186,1382,9953,12355,3489,971,7127,8195,13673,3340,6365,7458,1342
140,1004,2207,10905,11049,1784,3900,13584,10319,7668,4404,8583,680,3426,3459,5068,394,9850,11306,10794,9238,10622,2019,10233,11711,5960,1583,12425,11422,1967,2167,4308,13367,3194,5341,7139,3508,5941,11939,1777,1396,6671,3529,5600,4201,6057,572,2946,6407,13603,1340,5932
707,1126,242,2609,4960,6491,9686,197,5382,8143,9103,10206,2474,3729,10072,2261,1891,2698,11694,6119,11159,2370,10756,5047,10173,8283,3494,6964,13283,5875,6274,12956,2174,10586,6678,9428,12065,12872,1849,8415,11421,4004,1741,5073,6543,7556,2977,4499,13008,4277,11994,11870
243,7950,9506,7102,4378,11474,11021,758,13302,9910,6548,10306,1705,1536,1788,7487,6913,6367,9570,6069,8357,5387,9417,845,6702,10187,6029,9488,2821,10915,8733,4225,5778,10751,3161,9588,12992,1998,985,6509,12057,7514,3955,2243,3857,2754,10316,9792,11989,959,7237,6117
525,463,4867,10093,1415,5445,10859,6145,4323,7523,11087,12566,5966,13121,4625,13034,413,213,4762,10804,330,9595,12961,9302,9739,3842,3223,4985,6970,12777,9959,9554,8815,449,7771,12778,4742,3575,3200,3619,9972,11627,9602,5335,4418,3455,12391,716,8668,4281,3676,13702
1056,10533,5904,5776,2609,8108,8622,11795,5787,2715,10583,8873,66,349,12646,123,9271,2620,7344,2896,12415,12727,431,1935,12290,2379,6870,7607,406,6434,8555,5536,11386,7153,6972,9200,1871,11111,1837,11998,9024,706,13448,5262,10735,8038,7037,4754,12800,8977,10889,86
598,4439,6256,13140,13151,9631,8437,8809,7907,409,13097,836,5930,6055,7268,12320,10249,12697,2664,200,12435,10973,13135,2979,1530,11548,7542,2279,13026,5608,13622,1589,4648,7753,8810,1283,9897,6205,1451,3222,7938,2119,250,4140,11215,4392,1876,13313,13432,4877,11701,5680
31,162,1740,151,1406,899,1716,8991,13647,7280,11710,6847,2366,6512,2278,693,10378,7678,11360,12337,11376,10853,7876,5434,8895,11949,7471,4735,9881,4032,13601,5404,2603,4248,9555,127,10555,128,9649,2599,3059,7306,4585,2365,1803,638,7292,1099,5399,3466,4288,122
1499,5056,8548,3827,7880,1022,4727,6965,9568,1227,53,2809,7775,283,7502,3251,9461,702,11711,10986,10296,2721,11727,9159,12132,3555,4651,7514,11469,5943,9072,13624,5040,6838,10484,4234,9116,1200,10796,6952,6951,12668,6818,8957,5780,7938,11894,550,11061,13164,6046,1989
