406,9478
290,7753
160,5229
951,3159
213,1838
460,2988
328,3500
69,5652
578,3036
1346,3350
523,11382
93,2796
288,345
313,4162
281,135
408,2655
507,4102
1124,10187
1335,2623
751,6507
69,6218
714,12585
263,4269
497,4226
31,2635
971,2592
54,8156
66,216
140,1004
707,1126
243,7950
525,463
1056,10533
598,4439
31,162
1499,5056
101,2081
190,9396
19,1305
391,1399
1190,9748
544,2387
1420,4043
59,3724
1234,7834
518,12472
468,1963
22,4034
440,6508
668,1536
103,3763
360,11160
10,12294
1484,7242
174,5686
387,7670
84,10801
643,595
887,6375
568,3584
475,7534
1489,1169
32,2900
1044,1453
1327,9282
176,804
217,1609
648,7001
212,1435
974,1909
166,4338
946,1069
1044,4660
125,6353
1316,10548
515,156
111,11566
542,4031
94,4130
905,12908
725,9132
85,1942
400,379
399,5337
552,10187
668,9014
13,13406
832,13320
451,13079
1019,8971
163,9488
13,11150
351,12793
131,10808
574,253
353,375
1404,7453
730,9922
635,919
590,6452
1353,10284
484,3089
254,11631
536,10200
544,4805
249,3172
0,1899
468,276
304,1886
1186,3937
1146,257
511,10563
379,5192
1219,7079
0,1728
1201,11477
573,1074
221,13648
1011,8657
1453,12563
633,3387
1369,1576
197,1713
272,5132
518,11379
273,5250
673,11609
783,5236
951,12002
730,2991
1470,9029
237,6505
777,13381
1192,5243
143,5773
388,847
868,462
1086,11119
1050,5630
657,2710
1407,7374
538,3621
375,338
975,751
158,7482
424,2187
844,4339
355,4492
905,1507
9,12294
59,6662
177,1225
402,7432
365,11537
297,1365
495,2466
703,9895
1122,9122
982,1115
718,10198
1482,9686
86,1352
217,6878
1352,13278
331,5111
1073,11392
877,5181
274,1977
577,2708
274,4404
212,689
869,266
370,6508
447,2106
81,167
157,486
176,12027
430,6066
211,12920
103,172
109,2094
355,4932
224,4406
341,1798
423,3629
1100,8547
125,9903
498,6725
850,1241
1319,2318
1319,7592
633,4226
865,6073
497,7199
127,12430
1135,12284
564,8709
4,3998
648,135
1052,6304
297,7371
658,11300
388,5906
111,1566
256,1173
313,8702
1405,13329
408,1658
1490,2888
601,3714
522,3840
559,10594
635,8918
52,1299
1186,8464
192,735
97,3037
830,517
638,8326
89,212
1011,9591
819,4059
975,7501
472,11229
1454,1637
1102,8873
1102,9500
531,5843
471,3685
223,6719
849,6958
142,4631
556,12753
107,7480
1113,760
1381,1692
345,2058
58,4538
158,140
638,583
440,10470
1498,1746
353,2693
84,7875
1113,10668
236,8624
634,8168
535,2112
257,3780
515,1119
465,8010
290,1865
4,1345
534,10531
476,68
138,3767
83,7465
434,4209
329,4468
829,1425
440,3898
336,4393
486,7119
592,8103
320,11249
362,12440
976,12646
905,9458
476,7970
477,5748
499,5798
78,941
284,2958
292,5476
819,11091
622,7012
1430,13252
342,2792
750,6001
334,4550
588,8541
1007,7106
62,5366
281,6123
1335,4519
1440,5407
869,13447
153,8761
503,5253
854,11531
537,135
534,4309
1415,4918
1417,673
1086,976
425,7451
603,12214
62,808
1120,320
443,8005
638,849
1163,8464
643,7243
573,233
96,2977
1050,11879
267,5377
715,4672
75,4012
582,6060
257,11557
680,4159
1499,2155
185,306
190,963
1255,4753
447,5629
1398,4608
424,1008
1407,2676
842,1783
581,12605
1167,428
136,2804
1014,4417
353,10962
1051,6075
331,7564
81,1154
511,2796
606,2977
157,10750
829,253
869,8077
638,319
859,925
388,9624
166,365
544,12206
1192,9335
160,698
191,12777
59,9239
562,5597
213,303
324,81
905,4953
750,9169
259,3974
328,4664
510,3078
603,6114
176,10430
745,11858
129,316
446,9573
239,125
1353,4730
1489,12023
533,1944
984,9135
93,5178
406,10100
1005,7647
388,2829
460,2804
73,13527
648,2300
303,4620
1384,8840
605,3214
489,9869
193,8893
40,514
1351,7398
148,2955
776,7643
75,2969
661,11645
101,8282
156,345
769,2317
974,2861
370,9406
435,7639
335,15
538,5161
777,4657
535,978
339,1539
73,4226
1336,12768
849,662
1404,9292
459,10210
392,3658
268,8637
751,1084
192,7787
254,1816
1120,8927
776,9728
865,8781
620,8730
351,1774
71,6597
956,4508
436,3599
900,7554
121,3078
322,11112
252,7886
457,1939
384,1643
333,13506
1075,7017
1108,92
1338,12725
997,2462
136,1640
729,10859
86,9766
1444,10918
313,4243
238,2676
1488,12088
574,3798
2,10184
1050,2460
442,2018
657,3260
79,6766
208,322
1415,9730
1482,891
503,379
89,3925
156,1575
1174,7355
951,11517
728,4122
209,11110
1052,7137
234,6238
472,9561
1417,3394
213,1329
956,5244
925,3945
1120,4079
526,6815
19,2815
482,11805
982,3034
697,10626
480,2817
499,4392
471,5905
86,1607
297,3197
304,8303
130,13115
1468,9197
536,1683
204,13499
34,11615
326,12469
850,3462
426,2570
1060,5269
285,7307
498,702
779,8590
868,4064
919,13591
1201,10705
497,2852
27,919
1304,10246
82,8441
511,156
335,4038
88,12420
1356,7243
900,913
831,12808
1312,4930
831,8116
526,4419
1019,1217
1468,11101
1498,6117
1384,1506
40,1406
447,2360
246,12919
984,1535
1351,2149
585,11187
682,1387
382,4570
73,81
1369,10353
252,8401
501,5464
282,156
652,7391
534,11004
237,7633
484,7549
345,509
237,1361
203,8275
