0,3634
115,1424
33,11343
137,7643
51,11557
0,9906
106,352
179,5812
74,3522
152,1728
146,1074
170,1609
162,5518
193,2959
148,13407
83,2299
173,7267
178,10816
45,5652
216,10470
190,4501
213,854
156,7061
57,12459
28,1243
189,3685
152,11475
226,10626
213,8652
208,10624
150,81
155,4914
192,4989
24,1832
208,4277
127,8692
22,3393
203,1885
95,5859
187,11249
184,1225
221,3445
7,1413
147,1138
200,4507
238,9478
97,1857
41,3239
83,9799
95,511
64,11570
165,1724
142,3191
163,12891
209,13252
174,7202
229,1774
48,12448
157,156
34,5267
8,15
126,8592
190,6706
69,5161
79,842
110,8915
73,156
72,1400
32,486
222,4209
81,12808
81,8116
40,9185
22,3250
91,9342
174,5807
31,3594
55,10798
23,3401
33,5181
17,1485
194,7001
228,6594
85,12563
135,2832
131,4626
100,4936
121,6194
204,366
201,2279
118,503
220,951
52,9636
124,8055
181,6380
72,12768
72,7824
123,2745
82,5057
141,5516
2,4795
113,1225
241,12151
134,918
54,7089
1,4162
102,1507
212,5513
182,11750
105,1607
173,257
25,2415
111,882
65,2590
167,1365
213,6406
122,2703
79,8472
8,9603
117,4246
145,490
146,4915
208,6739
168,8464
15,6321
210,854
98,9451
233,4711
67,1399
197,12214
8,2900
19,5010
54,178
235,8327
40,6108
144,125
115,11165
178,11194
86,478
9,2960
76,7480
161,3648
51,156
113,2734
169,2172
1,9333
158,11962
82,3056
19,5718
119,156
105,3920
63,10353
10,2693
169,379
150,913
182,4918
28,345
185,253
193,3724
188,315
75,11272
128,13272
106,10573
43,11241
11,977
180,6996
217,11563
222,900
226,4414
96,4269
98,6724
185,6123
119,12206
103,1600
71,4696
150,10656
45,10991
28,5125
4,12325
75,8480
145,3940
142,6114
221,12051
98,7854
183,4797
171,7157
67,5397
57,11438
97,8059
109,13447
128,3584
217,6202
2,6848
94,2612
150,253
232,276
141,1778
113,1097
236,4504
63,9469
163,4608
48,689
144,12548
13,11858
205,10313
94,2787
173,12126
7,13566
107,156
46,7576
227,4130
2,3515
170,6242
9,1977
148,173
80,90
163,3550
95,7839
34,1695
91,12857
139,6958
135,3852
186,8599
94,6662
229,7660
69,2878
125,2879
194,4126
226,13060
5,849
174,4284
197,1343
123,5366
34,11027
49,642
232,13529
70,1287
64,12087
25,511
77,4287
234,12469
221,3426
98,8168
8,6107
235,7559
195,2031
78,4778
123,10398
189,231
71,463
186,9952
209,7368
206,9406
78,6489
210,3591
44,11571
200,71
95,7598
206,470
186,517
17,6124
222,251
191,1669
164,5508
62,3765
41,9869
130,12047
121,4517
72,564
169,8964
218,11645
215,11360
119,2792
36,7647
94,11438
132,8971
227,7042
201,11834
89,1157
84,4428
136,6356
218,4823
96,8714
117,6136
244,9087
223,3184
230,545
101,5371
234,4174
62,1939
223,9968
86,2737
236,9031
77,6073
161,6818
108,13032
199,6603
235,1607
213,10262
240,11713
49,553
144,697
31,573
22,12753
99,2073
78,913
93,10777
235,366
140,326
3,3639
51,4682
164,10154
87,7094
116,806
242,602
111,5751
47,156
87,2854
20,525
18,2968
120,3451
0,114
82,6935
198,1303
115,3419
65,11057
41,6815
55,1173
49,4209
50,12608
59,3584
176,12868
140,7670
211,5132
204,3341
198,833
77,6744
244,16
134,6122
111,67
179,2745
44,253
100,8303
127,30
104,10297
11,12585
210,7889
57,4589
21,5245
56,4479
69,12124
194,6355
34,267
140,10097
218,5946
73,325
52,13704
47,253
244,51
25,379
60,4281
42,1751
15,1094
157,6066
142,6239
149,5
181,10390
21,3387
183,2903
88,1752
212,1136
227,154
158,11113
242,4823
207,10801
239,10611
172,509
101,9755
143,18
168,6479
172,3728
156,1074
158,6717
212,4404
147,4012
219,6391
163,276
162,1360
4,2988
32,3258
230,7392
178,9029
138,5
171,5935
224,1858
209,6828
11,143
165,3102
159,12419
54,6043
104,11599
166,10533
50,1344
89,2318
167,5687
74,8482
176,365
225,10585
236,12139
193,3278
217,3558
44,7643
179,338
20,1674
211,2283
40,11477
63,234
172,2058
212,11353
192,11609
13,4672
182,81
86,2119
204,2792
98,2183
185,12075
215,1022
86,71
101,724
238,1814
18,5212
87,989
132,4308
160,156
25,12963
188,358
60,3034
99,2466
109,266
29,5
50,10114
208,1637
132,10916
15,5118
6,13358
32,267
230,8499
24,1248
41,3200
106,6827
99,9397
101,3055
58,1329
26,9905
92,1365
77,8839
109,358
27,2764
117,5796
66,10697
68,5341
228,11074
56,6619
7,3344
121,4102
188,6942
73,344
103,2155
115,2050
118,8032
30,11822
151,1192
214,4914
125,12179
184,4246
103,10645
225,592
203,6051
62,4082
156,8821
117,746
165,4870
27,9059
15,13436
102,2918
96,365
160,2730
45,2247
87,325
143,3932
112,3718
37,5630
222,1300
197,6114
76,2091
50,7499
167,5229
100,1886
183,10825
70,2630
198,6003
32,10750
32,1064
126,10125
12,3489
242,7951
14,3798
134,5279
18,9645
23,4159
35,7787
214,6145
9,12596
19,3489
185,86
225,7871
240,11381
110,3663
76,2301
83,8437
192,3837
38,8423
197,6073
88,4204
153,1822
194,3442
174,7939
24,6375
85,4747
84,3736
31,1565
30,3427
80,10125
5,6519
81,7463
189,13449
176,9393
120,2903
134,7016
243,9205
232,7081
151,1045
231,3208
68,2795
13,43
10,9558
37,4034
78,8114
173,10184
233,4123
52,5589
220,12294
149,3214
195,7450
122,1901
183,6161
42,5864
120,8638
154,5577
106,5337
133,4393
19,8532
27,4874
212,4717
112,2209
73,6348
232,12024
44,7140
80,4223
233,347
205,253
59,8408
126,2044
198,5906
7,2195
74,11006
161,2073
1,1061
241,325
103,3729
238,8702
197,7307
150,178
97,7514
6,3997
64,8535
131,2813
67,7106
241,12490
65,1886
12,2060
117,2293
20,7612
240,12920
233,6346
177,8564
226,140
145,12540
85,2706
47,942
172,2441
138,1955
71,3268
145,9349
9,833
180,11637
153,12424
136,3857
6,10531
237,3159
38,7119
143,4745
68,1292
3,6721
169,1084
176,6163
166,12865
74,10764
49,1144
237,7996
217,10112
13,2011
200,3716
102,6281
22,12329
136,13132
70,8489
80,12651
56,732
152,1598
206,349
129,604
240,4015
154,1169
163,1963
220,3753
67,8915
175,8531
191,11998
66,3661
164,3087
18,7046
58,7857
237,6176
178,486
27,3202
63,7012
106,12856
235,520
218,6312
189,5905
5,319
199,7198
136,1798
189,3509
242,253
63,9826
139,791
119,1177
114,12872
46,12861
19,6366
182,7368
229,11284
190,4162
16,2245
210,12027
243,7374
13,6555
149,1150
31,1683
242,63
228,2489
130,8945
96,2338
75,5229
131,281
221,331
92,10420
201,76
105,337
126,5040
217,9335
191,680
51,3780
132,2796
25,9455
84,5805
236,6417
118,6741
29,5767
103,5249
130,11005
47,1111
59,12494
88,5190
35,245
231,818
108,803
30,6545
143,5502
125,3626
107,833
79,12020
138,1813
47,2106
81,1267
37,5750
139,12361
42,437
187,2090
46,10934
91,11395
1,1287
107,2159
75,9686
202,7035
96,11239
179,3787
66,276
170,4402
20,5683
214,1195
169,135
211,8936
127,760
116,2392
220,1369
72,9621
162,5597
119,4540
167,2587
209,7670
214,2019
33,2944
175,12295
202,4256
88,8323
2,7451
77,3585
42,9000
237,1279
177,7137
195,1337
201,2151
160,10242
16,9330
148,3621
144,3672
174,12646
31,3685
102,916
204,8391
12,1428
196,13286
55,4728
